5109308494,"13154MM","NY","COM","01/01/2020",7,"VAN","FORD","V",0,0,0,0,,0,0,0,,,"0659P",,"BK",,,"NB OCEAN PKWY @ 18TH"," AVE",0,1111,"D","T",,,,"WH",,2017,,0,,"FAILURE TO STOP AT RED LIGHT",,,
5109307398,"82799ME","NY","COM","01/01/2020",7,"PICK","FORD","V",0,0,0,0,,0,0,0,,,"0245P",,"MN",,,"12TH AVE (S/B) @ 34T","H ST",0,1111,"D","T",,,,"WH",,2015,,0,,"FAILURE TO STOP AT RED LIGHT",,,
5109307210,"56645MN","NY","COM","01/01/2020",7,"VAN","CHEVR","V",0,0,0,0,,0,0,0,,,"0341P",,"QN",,,"SB 108TH ST @ HORACE"," HARDING EXPY N",0,1111,"D","T",,,,"WH",,2018,,0,,"FAILURE TO STOP AT RED LIGHT",,,
5109332484,"52994ML","NY","COM","01/01/2020",7,"DELV","GMC","V",0,0,0,0,,0,0,0,,,"0125P",,"MN",,,"2ND AVE (S/B) @ E HO","USTON ST",0,1111,"D","T",,,,"YW",,2010,,0,,"FAILURE TO STOP AT RED LIGHT",,,
5109332472,"25163ML","NY","COM","01/01/2020",7,"VAN","WORKH","V",0,0,0,0,,0,0,0,,,"1252P",,"BX",,,"GRAND CONCOURSE (S/B",") @ E 162 ST",0,1111,"D","T",,,,"WH",,2008,,0,,"FAILURE TO STOP AT RED LIGHT",,,
5109332344,"54394MN","NY","COM","01/01/2020",7,"DELV","HIN","V",0,0,0,0,,0,0,0,,,"0844A",,"QN",,,"ROCKAWAY BLVD (N/B)","@ BROOKVILLE BLVD",0,1111,"D","T",,,,"WH",,2020,,0,,"FAILURE TO STOP AT RED LIGHT",,,
5109305389,"74269MM","NY","COM","01/01/2020",7,"VAN","FORD","V",0,0,0,0,,0,0,0,,,"0451A",,"QN",,,"S CONDUIT AVE (E/B)","@ FARMERS BLVD",0,1111,"D","T",,,,"WH",,2019,,0,,"FAILURE TO STOP AT RED LIGHT",,,
5600022190,"83310ME","NY","COM","01/01/2020",12,"SUBN","DODGE","V",0,0,0,0,,0,0,0,,,"0718A",,"MN",,,"SB 2 Avenue @ E 101","St",0,1111,"C","T",,,,"WH",,2014,,0,,"MOBILE BUS LANE VIOLATION",,,
1464505512,"67494MN","NY","COM","01/01/2020",46,"DELV","HIN","P",34250,10910,11010,0,6,6,401,938460,401,0,"0430P",,"NY","F",450,"W 24 ST",,0,408,"E2",,"BBBBBBB","ALL","ALL","OR",0,2017,-0,0,,,,,
1465870740,"45920MH","NY","COM","01/01/2020",78,"DELV","GMC","S",30130,14830,14880,20200131,61,61,0,668658,"KS15",0,"0156A",,"K","O",2525,"COYLE STREET",,0,408,"K6",,"BBBBBBB","ALL","ALL","YELLO",0,2012,-0,0,,,,,
1465870738,"53429JJ","NY","COM","01/01/2020",78,"P-U","GMC","S",30130,14830,14880,20210731,61,61,0,668658,"KS15",0,"0152A",,"K","O",2525,"COYLE STREET",,0,408,"K6",,"BBBBBBB","ALL","ALL","RED",0,1996,-0,0,,,,,
1465870726,"65903MJ","NY","COM","01/01/2020",78,"DELV","FRUEH","S",30130,14830,14880,20201031,61,61,0,668658,"KS15",0,"0149A",,"K","O",2576,"COYLE STREET",,0,408,"K6",,"BBBBBBB","ALL","ALL","WHITE",0,2011,-0,0,,,,,
1465870714,"30439ML","NY","COM","01/01/2020",78,"SUBN","FORD","S",30130,14830,14880,20200524,61,61,0,668658,"KS15",0,"0145A",,"K","O",2576,"COYLE STREET",,0,408,"K6",,"BBBBBBB","ALL","ALL","WHITE",0,2011,-0,0,,,,,
1465870702,"29636MN","NY","COM","01/01/2020",78,"VAN","FORD","S",30130,14830,14880,20210811,61,61,0,668658,"KS15",0,"0141A",,"K","O",2598,"COYLE STREET",,0,408,"D1",,"BBBBBBB","ALL","ALL","WHITE",0,2010,-0,0,,,,,
1464848350,"483366MN",99,"COM","01/01/2020",47,,,"P",0,40404,40404,0,17,17,406,951213,406,0,"1015A","1015A","NY","O",466,"LEXINGTON",,0,408,"L2",,"BBBBBBB","ALL","ALL","W",0,0,-0,0,,,,,
1465037524,"84046MK","NY","COM","01/01/2020",14,"VAN","WORKH","P",21705,24390,13460,0,9,9,101,363991,"M101",0,"0325P",,,"F",45,"GREAT JONES ST",,0,408,"D",,"BBBBBBB","1200A","1200A","BRN",0,2007,-0,0,,,,,
1464770487,"47215MC","NY","COM","01/01/2020",14,,"CHEVR","P",10110,17630,17650,20200331,,0,401,950969,401,0,"0817P",,"NY","O",585,"2ND AVE",,0,408,"C",,"BBBBBBB","ALL","ALL","WH",0,2005,-0,0,,,,,
1464770475,"47624MK","NY","COM","01/01/2020",14,"DELV","ISUZU","P",10110,17670,17690,20211130,,0,401,950969,401,0,"0812P",,"NY","O",637,"2ND AVE",,0,408,"C",,"BBBBBBB","ALL","ALL","WH",0,2012,-0,0,,,,,
1464770463,"68580MM","NY","COM","01/01/2020",46,"VAN","FRUEH","P",34850,10410,10510,20200831,18,18,401,950969,401,0,"0712P",,"NY","O",16,"W 54 STREET",,0,408,"E1",,"BBBBBBB","ALL","ALL","WH",0,2020,-0,0,,,,,
1464770438,"28712MH","NY","COM","01/01/2020",14,"VAN","MITSU","P",17270,10210,10110,20210531,9,9,401,950969,401,0,"0455P",,"NY","F",220,"E 14 STREET",,0,408,"C",,"BBBBBBB","ALL","ALL","WH",0,2007,-0,0,,,,,
1464770426,"67494MN","NY","COM","01/01/2020",19,"TRK","HIN","P",11010,34250,34270,20211231,10,10,401,950969,401,0,"0440P",,"NY","F",241,"10 AVE",,0,408,"L2",,"BBBBBBB","ALL","ALL","OR",0,2019,-0,0,,,,,
1464705410,"77961JY","NY","COM","01/01/2020",14,"VAN","BMW","P",0,0,0,20201031,1,1,401,926297,401,0,"0335P",,"NY","O",,"N/S LIBERTY ST","WEST ST",0,408,"C",,"BBBBBBB","ALL","ALL","BR",0,2008,-0,0,,,,,
1464770384,"77625MH","NY","COM","01/01/2020",14,"VAN","FORD","P",34490,16920,11010,20201031,14,14,401,950969,401,0,"0350P",,"NY","F",439,"W 36 STREET",,0,408,"E2",,"YYYYYYY",800,"1000P","WH",0,2016,-0,0,,,,,
1464815707,"84632MM","NY","COM","01/01/2020",14,"VAN","CHEVR","P",10410,17810,17830,20210228,,0,401,933397,401,0,"0523P",,"NY","F",501,"5TH AVE",,0,408,"E1",,"BBBBBBB","ALL","ALL","WH",0,1986,-0,0,,,,,
1464886544,"98677MK","NY","COM","01/01/2020",14,"VAN","MITSU","P",17230,10410,32645,20220131,9,9,401,927706,401,0,"0838A",,"NY","F",4,"E 12 ST",,0,408,"C",,"YYYYYBB","0800A","0900A","WH",0,2007,-0,0,,,,,
1464609366,"71835MJ","NY","COM","01/01/2020",47,"UTIL","FORD","P",10210,17850,17870,20210430,,0,401,942262,401,0,"0317P",,"NY","F",696,"3RD AVE",,0,408,"C",,"BBBBBBB","ALL","ALL","WHITE",0,0,-0,0,,,,,
1464607310,"10478MB","NY","COM","01/01/2020",14,"SUBN","KIA","P",18050,10410,25390,20210430,,0,401,960193,401,0,"0225P",,"NY","F",1,"EAST 53 ST",,0,408,"C",,"BBBBBBB","ALL","ALL","BK",0,2018,-0,0,,,,,
1457265692,"26795MN",99,"COM","01/01/2020",78,"DELV","MITSU","P",49690,42785,27108,20211126,105,105,105,952171,105,0,"0926P",,"Q","O","236-02","HILLSIDE AVE",,0,408,"K6",,"BBBBBBB","ALL","ALL","WH",0,2014,-0,0,,,,,
1455882999,"85625MH","NY","COM","01/01/2020",14,"PICK","FORD","P",0,0,0,20200531,1,1,0,363518,"MST5",0,"1215P",,"NY",,,"W/S 1ST PL","S/S WEST ST",0,408,"C",,"BBBBBBB","ALL","ALL","WH",0,2016,-0,0,,,,,
1458914562,"93757ME","NY","COM","01/01/2020",70,"DELV","HIN","P",0,0,0,20191231,88,88,0,370844,"BNTE",0,"0330P",,"K",,,"W/S EMERSON PL","S/O PARK AVE",0,408,"J3",,"BBBBBBB","ALL","ALL","WH",0,2015,-0,0,,,,,
